fecha ;hora;temperatura;Humedad Relativa;PresionAtmosferica;RadiacionSolar;Velocidad;Potencia
1/1/2016;0:32:06;29.269;70.047;1015.59;20.799;2.625;-401.809
1/1/2016;0:33:06;29.261;69.873;1015.59;20.797;2.039;-401.667
1/1/2016;0:34:06;29.243;70.093;1015.59;21.092;2.656;-401.732
1/1/2016;0:35:06;29.222;70.17;1015.59;21.301;1.227;-401.715
1/1/2016;0:36:06;29.231;70.27;1015.59;21.885;1.633;-401.722
1/1/2016;0:37:06;29.209;70.322;1015.59;22.429;2.711;-401.871
1/1/2016;0:38:06;29.163;70.36;1015.59;22.975;2.766;-40.178
1/1/2016;0:39:06;29.128;70.48;1015.59;23.128;1.93;-401.804
1/1/2016;0:40:06;29.111;70.453;1015.59;23.5;2.898;-401.787
1/1/2016;0:41:06;29.095;70.489;1015.59;24.15;1.758;-401.852
1/1/2016;0:42:06;29.086;70.608;1015.59;24.763;2.125;-401.791
1/1/2016;0:43:06;29.077;70.564;1015.59;25.522;2.82;-401.766
1/1/2016;0:44:06;29.056;70.603;1015.57;26.338;2.398;-401.907
1/1/2016;0:45:06;29.045;70.673;1015.57;27.326;2.773;-401.796
1/1/2016;0:46:06;29.034;70.716;1015.57;28.535;2.352;-401.815
1/1/2016;0:47:06;29.004;70.843;1015.57;29.725;3.039;-401.818
1/1/2016;0:48:06;28.967;70.958;1015.57;30.976;2.711;-401.802
1/1/2016;0:49:06;28.946;70.905;1015.57;31.581;1.719;-401.788
1/1/2016;0:50:06;28.928;70.982;1015.57;32.006;1.93;-401.839
1/1/2016;0:51:06;28.912;70.948;1015.57;32.085;2.898;-401.902
1/1/2016;0:52:06;28.896;70.913;1015.57;32.182;2.438;-401.786
1/1/2016;0:53:06;28.872;71.024;1015.57;32.048;3;-401.866
1/1/2016;0:54:06;28.846;71.212;1015.57;31.047;2.578;-401.851
1/1/2016;0:55:06;28.834;71.34;1015.43;29.765;2.039;-401.964
1/1/2016;0:56:06;28.849;71.355;1015.43;28.802;1.75;-401.883
1/1/2016;0:57:06;28.859;71.195;1015.43;27.645;0.391;-401.898
1/1/2016;0:58:06;28.866;71.115;1015.43;26.626;1.273;-402.014
1/1/2016;0:59:06;28.862;70.505;1015.43;26.015;1.516;-402.064
1/1/2016;1:00:06;28.845;70.555;1015.43;25.546;1.078;-402.015
1/1/2016;1:01:06;28.844;70.665;1015.43;25.662;1.375;-402.076
1/1/2016;1:02:06;28.852;70.571;1015.43;26.14;1.883;-40.201
1/1/2016;1:03:06;28.841;70.579;1015.43;27.098;1.781;-402.086
1/1/2016;1:04:06;28.836;70.791;1015.43;28.333;1.031;-402.061
1/1/2016;1:05:06;28.824;70.931;1015.43;29.5;0.539;-402.038
1/1/2016;1:06:06;28.824;70.822;1015.42;30.676;0.969;-401.877
1/1/2016;1:07:06;28.809;70.611;1015.42;31.814;1.164;-402.002
1/1/2016;1:08:06;28.793;70.697;1015.42;32.547;1.727;-401.979
1/1/2016;1:09:06;28.77;71.032;1015.42;33.016;0.648;-40.198
1/1/2016;1:10:06;28.763;71.147;1015.42;33.074;2.289;-401.987
1/1/2016;1:11:06;28.715;71.534;1015.42;33.076;1.633;-401.934
1/1/2016;1:12:06;28.648;71.781;1015.42;33.059;2.773;-402.056
1/1/2016;1:13:06;28.566;72.162;1015.42;32.834;2.594;-401.971
1/1/2016;1:14:06;28.507;72.434;1015.42;32.535;2.586;-401.983
1/1/2016;1:15:06;28.476;72.699;1015.42;32.26;2.047;-402.019
1/1/2016;1:16:06;28.453;72.706;1015.42;31.759;2.562;-402.029
1/1/2016;1:17:06;28.43;72.839;1015.41;31.199;2.406;-402.145
1/1/2016;1:18:06;28.41;72.958;1015.41;30.689;2.648;-40.203
1/1/2016;1:19:06;28.394;73.076;1015.41;30.738;1.672;-40.211
1/1/2016;1:20:06;28.383;73.249;1015.41;31.968;1.727;-402.175
1/1/2016;1:21:06;28.38;73.31;1015.41;33.574;2.172;-402.134
1/1/2016;1:22:06;28.371;73.341;1015.41;35.518;2.383;-40.218
1/1/2016;1:23:06;28.351;73.373;1015.41;37.434;2.367;-40.212
1/1/2016;1:24:06;28.328;73.419;1015.41;38.888;2.219;-402.113
1/1/2016;1:25:06;28.302;73.574;1015.41;39.568;2.93;-402.108
1/1/2016;1:26:06;28.282;73.667;1015.41;39.581;2.211;-402.199
1/1/2016;1:27:06;28.26;73.738;1015.41;39.379;3.289;-402.193
1/1/2016;1:28:06;28.229;73.9;1015.40;38.356;2.836;-402.089
1/1/2016;1:29:06;28.206;74.015;1015.40;36.859;2.477;-402.165
1/1/2016;1:30:06;28.203;74.121;1015.40;35.495;1.375;-40.208
1/1/2016;1:31:06;28.228;74.142;1015.40;34.995;1.898;-402.125
1/1/2016;1:32:06;28.231;74.043;1015.40;35.883;2.891;-402.078
1/1/2016;1:33:06;28.213;74.124;1015.40;37.733;1.953;-402.117
1/1/2016;1:34:06;28.205;74.134;1015.40;40.499;2.531;-402.122
1/1/2016;1:35:06;28.209;74.209;1015.40;43.888;1.727;-402.103
1/1/2016;1:36:06;28.22;74.236;1015.40;47.29;0.727;-402.182
1/1/2016;1:37:06;28.245;73.804;1015.40;50.546;0.414;-402.187
1/1/2016;1:38:06;28.267;73.755;1015.40;53.446;1.125;-402.189
1/1/2016;1:39:06;28.297;73.508;1015.40;55.39;0.844;-402.147
1/1/2016;1:40:06;28.298;73.534;1015.40;56.659;0.508;-402.179
1/1/2016;1:41:06;28.308;73.383;1015.40;57.667;1.328;-402.247
1/1/2016;1:42:06;28.296;73.369;1015.40;58.329;1.312;-402.267
1/1/2016;1:43:06;28.262;73.524;1015.40;59.153;1.281;-402.304
1/1/2016;1:44:06;28.211;73.561;1015.40;60.602;3.297;-40.227
1/1/2016;1:45:06;28.146;73.802;1015.40;63.297;1.938;-402.262
1/1/2016;1:46:06;28.107;73.966;1015.40;67.283;0.75;-402.306
1/1/2016;1:47:06;28.087;74.162;1015.40;72.164;1.18;-402.223
1/1/2016;1:48:06;28.086;74.29;1015.40;76.938;1.961;-402.231
1/1/2016;1:49:06;28.08;74.423;1015.40;81.186;1.789;-402.292
1/1/2016;1:50:06;28.065;74.624;1015.40;83.897;2;-402.305
1/1/2016;1:51:06;28.07;74.733;1015.40;84.392;0.68;-402.178
1/1/2016;1:52:06;28.099;74.72;1015.40;84.05;1.453;-402.245
1/1/2016;1:53:06;28.116;74.455;1015.40;82.615;1.562;-402.263
1/1/2016;1:54:06;28.114;74.428;1015.40;81.363;1.086;-402.149
1/1/2016;1:55:06;28.111;74.45;1015.40;80.378;2.203;-402.287
1/1/2016;1:56:06;28.075;74.479;1015.40;80.319;1.742;-402.176
1/1/2016;1:57:06;28.051;74.664;1015.40;80.701;0.445;-402.316
1/1/2016;1:58:06;28.076;74.571;1015.40;81.047;0.625;-402.218
1/1/2016;1:59:06;28.086;74.418;1015.40;81.567;1.719;-402.202
1/1/2016;2:00:07;28.094;74.275;1015.40;82.358;0.859;-402.279
1/1/2016;2:01:06;28.084;74.449;1015.40;84.019;1.883;-40.23
1/1/2016;2:02:06;28.069;74.621;1015.40;86.972;0.305;-402.314
1/1/2016;2:03:06;28.068;74.601;1015.40;90.838;0.148;-402.327
1/1/2016;2:04:06;28.063;74.609;1015.40;95.276;1.375;-402.333
1/1/2016;2:05:06;28.015;74.864;1015.40;99.066;1.164;-402.355
1/1/2016;2:06:06;27.971;75.247;1015.40;102.742;0.422;-402.365
1/1/2016;2:07:06;27.939;75.525;1015.40;107.118;0.945;-402.402
1/1/2016;2:08:06;27.927;75.655;1015.40;112.612;0.211;-402.293
1/1/2016;2:09:06;27.948;75.715;1015.40;118.42;0.25;-402.434
1/1/2016;2:10:06;27.972;75.686;1015.40;124.606;0.633;-40.236
1/1/2016;2:11:06;27.977;75.631;1015.40;131.116;0.422;-402.262
1/1/2016;2:12:06;27.964;75.686;1015.39;137.26;1.078;-402.246
1/1/2016;2:13:06;27.926;75.792;1015.39;143.822;0.711;-402.311
1/1/2016;2:14:06;27.89;75.86;1015.39;149.452;0.484;-402.371
1/1/2016;2:15:06;27.876;75.867;1015.39;154.227;1.82;-40.236
1/1/2016;2:16:06;27.866;75.76;1015.39;158.464;1.469;-40.232
1/1/2016;2:17:06;27.827;75.876;1015.39;160.691;0.805;-40.235
1/1/2016;2:18:06;27.798;76.154;1015.39;160.701;0.75;-402.333
1/1/2016;2:19:06;27.801;76.188;1015.39;159.722;1.312;-402.273
1/1/2016;2:20:06;27.78;75.758;1015.39;157.075;1.477;-402.399
1/1/2016;2:21:06;27.749;76.048;1015.39;155.19;0.039;-402.383
1/1/2016;2:22:06;27.753;75.922;1015.39;156.002;0.508;-402.359
1/1/2016;2:23:06;27.786;75.885;1015.39;157.036;0.844;-402.472
1/1/2016;2:24:06;27.803;75.688;1015.39;158.727;0.609;-402.458
1/1/2016;2:25:06;27.789;75.544;1015.39;161.652;0.18;-402.393
1/1/2016;2:26:06;27.765;75.653;1015.39;165.31;0.188;-402.459
1/1/2016;2:27:06;27.751;75.662;1015.39;167.95;1.32;-402.452
1/1/2016;2:28:06;27.699;76.025;1015.39;169.605;0.398;-402.412
1/1/2016;2:29:06;27.695;76.129;1015.39;169.842;0.562;-402.461
1/1/2016;2:30:06;27.683;76.108;1015.39;170.831;0.898;-402.455
1/1/2016;2:31:06;27.65;76.288;1015.39;172.164;2.383;-402.389
1/1/2016;2:32:06;27.62;76.406;1015.39;174.803;1;-402.401
1/1/2016;2:33:06;27.613;76.551;1015.39;179.173;1;-402.408
1/1/2016;2:34:06;27.601;76.802;1015.37;184.696;0.023;-402.429
1/1/2016;2:35:06;27.61;77.006;1015.37;190.15;0;-402.419
1/1/2016;2:36:06;27.643;76.987;1015.37;195.375;0.055;-402.316
1/1/2016;2:37:06;27.665;76.822;1015.37;199.459;0.891;-402.384
1/1/2016;2:38:06;27.654;76.514;1015.37;201.864;1.211;-40.241
1/1/2016;2:39:06;27.583;76.868;1015.37;202.797;0.68;-402.377
1/1/2016;2:40:06;27.574;77.235;1015.37;202.933;1.062;-402.455
1/1/2016;2:41:06;27.534;77.27;1015.37;202.403;1.516;-402.415
1/1/2016;2:42:06;27.499;77.496;1015.37;200.981;0.461;-402.464
1/1/2016;2:43:06;27.496;77.708;1015.37;202.586;0.789;-40.243
1/1/2016;2:44:06;27.493;77.541;1015.37;205.525;0.797;-402.419
1/1/2016;2:45:06;27.489;77.517;1015.33;208.021;0.625;-402.579
1/1/2016;2:46:06;27.478;77.466;1015.33;211.132;0.875;-402.555
1/1/2016;2:47:06;27.468;77.649;1015.33;215.202;1.227;-402.556
1/1/2016;2:48:06;27.459;77.48;1015.33;218.955;1.234;-402.535
1/1/2016;2:49:06;27.443;77.539;1015.33;222.689;0.242;-402.523
1/1/2016;2:50:06;27.448;77.69;1015.33;225.566;0.336;-40.254
1/1/2016;2:51:06;27.459;77.758;1015.33;227.706;0.016;-402.487
1/1/2016;2:52:06;27.455;77.988;1015.33;229.502;0.547;-402.583
1/1/2016;2:53:06;27.426;78.097;1015.33;230.652;0.797;-40.251
1/1/2016;2:54:06;27.392;78.348;1015.33;232.222;0.062;-402.539
1/1/2016;2:55:06;27.385;78.315;1015.33;233.354;0;-402.392
1/1/2016;2:56:06;27.365;78.414;1015.32;234.693;0;-402.444
1/1/2016;2:57:06;27.332;78.487;1015.32;236.067;0.266;-402.494
1/1/2016;2:58:06;27.291;78.755;1015.32;238.437;0.648;-40.242
1/1/2016;2:59:06;27.26;78.812;1015.32;241.614;0.586;-402.512
1/1/2016;3:00:07;27.231;78.945;1015.32;243.914;0.047;-402.475
1/1/2016;3:01:06;27.234;79.141;1015.32;245.983;0.758;-40.249
1/1/2016;3:02:06;27.232;79.122;1015.32;246.36;0.297;-402.476
1/1/2016;3:03:06;27.234;79.021;1015.32;245.315;0.852;-402.507
1/1/2016;3:04:06;27.223;78.952;1015.32;242.475;1.391;-402.515
1/1/2016;3:05:06;27.181;79.052;1015.32;236.776;1.68;-402.537
1/1/2016;3:06:06;27.115;79.124;1015.32;230.7;2.242;-40.257
1/1/2016;3:07:06;27.066;79.561;1015.30;225.464;2.477;-402.549
1/1/2016;3:08:06;27.027;79.762;1015.30;224.516;1.57;-402.618
1/1/2016;3:09:06;27.008;80.007;1015.30;228.739;0.312;-402.587
1/1/2016;3:10:07;27.026;80.052;1015.30;235.571;0.906;-402.617
1/1/2016;3:11:06;27.029;79.947;1015.30;243.762;2.203;-402.609
1/1/2016;3:12:06;26.988;80.028;1015.30;253.655;2.195;-402.604
1/1/2016;3:13:06;26.924;80.799;1015.30;268.592;1.18;-402.664
1/1/2016;3:14:06;26.881;81.693;1015.30;287.228;0.891;-402.606
1/1/2016;3:15:07;26.851;82.888;1015.30;303.295;0.93;-40.25
1/1/2016;3:16:06;26.821;83.049;1015.30;318.165;0.164;-402.539
1/1/2016;3:17:06;26.791;83.655;1015.30;335.511;1.852;-402.541
1/1/2016;3:18:06;26.764;84.759;1015.29;347.552;0.789;-402.587
1/1/2016;3:19:06;26.734;85.328;1015.29;351.545;0.953;-400.461
1/1/2016;3:20:07;26.711;84.529;1015.29;355.172;1.844;-385.326
1/1/2016;3:21:06;26.678;83.624;1015.29;358.282;1.945;-392.504
1/1/2016;3:22:06;26.668;83.727;1015.29;359.516;0.961;-395.355
1/1/2016;3:23:06;26.67;83.961;1015.29;357.918;0.227;-396.367
1/1/2016;3:24:06;26.666;83.791;1015.29;353.126;0.531;-396.694
1/1/2016;3:25:07;26.669;84.083;1015.29;362.585;1.172;-396.881
1/1/2016;3:26:06;26.659;84.054;1015.29;370.237;0.719;-396.928
1/1/2016;3:27:06;26.652;83.648;1015.29;370.246;2.125;-397.049
1/1/2016;3:28:06;26.623;83.659;1015.29;372.206;1.789;-397.207
1/1/2016;3:29:06;26.589;84.082;1015.26;378.98;1.547;-397.317
1/1/2016;3:30:07;26.579;84.264;1015.26;385.498;1.016;-39.734
1/1/2016;3:31:06;26.581;84.718;1015.26;393.956;0.758;-397.314
1/1/2016;3:32:06;26.592;84.367;1015.26;404.729;2.227;-397.344
1/1/2016;3:33:06;26.578;83.318;1015.26;419.687;1.25;-397.438
1/1/2016;3:34:06;26.551;83.359;1015.26;444.105;1.844;-397.428
1/1/2016;3:35:07;26.523;83.197;1015.26;475.171;1.547;-397.478
1/1/2016;3:36:06;26.504;83.262;1015.26;508.596;1.734;-397.384
1/1/2016;3:37:06;26.502;83.144;1015.26;517.591;1.32;-397.518
1/1/2016;3:38:06;26.533;83.511;1015.26;515.646;0.422;-397.497
1/1/2016;3:39:06;26.591;83.256;1015.26;542.674;1.133;-397.502
1/1/2016;3:40:07;26.624;82.89;1015.26;602.632;1.195;-397.536
1/1/2016;3:41:06;26.636;82.56;1015.26;605.875;0.898;-397.429
1/1/2016;3:42:06;26.642;82.688;1015.26;602.521;1.039;-39.752
1/1/2016;3:43:06;26.654;82.503;1015.26;584.945;1.25;-397.551
1/1/2016;3:44:06;26.666;82.304;1015.26;551.161;1.477;-397.663
1/1/2016;3:45:07;26.655;82.023;1015.26;575.292;1.648;-397.737
1/1/2016;3:46:06;26.629;82.015;1015.26;570.476;1.484;-397.712
1/1/2016;3:47:06;26.609;82.063;1015.26;641.039;0.688;-397.559
1/1/2016;3:48:06;26.614;82.106;1015.26;607.072;0.484;-39.766
1/1/2016;3:49:06;26.615;82.083;1015.26;643.694;0.711;-397.758
1/1/2016;3:50:07;26.606;82.168;1015.26;708.376;0.188;-397.678
1/1/2016;3:51:06;26.606;82.096;1015.26;798.312;0.57;-397.754
1/1/2016;3:52:06;26.612;82.025;1015.26;802.652;1.414;-397.738
1/1/2016;3:53:06;26.606;81.756;1015.26;906.164;0.852;-397.808
1/1/2016;3:54:06;26.602;81.698;1015.26;963.455;0.508;-397.814
1/1/2016;3:55:07;26.592;81.831;1015.26;939.361;0.625;-397.817
1/1/2016;3:56:06;26.612;81.904;1015.26;807.573;0.711;-397.859
1/1/2016;3:57:06;26.633;81.51;1015.26;794.739;1.695;-397.772
1/1/2016;3:58:06;26.618;81.469;1015.26;1.004.239;0.266;-397.813
1/1/2016;3:59:06;26.615;81.578;1015.26;1.074.256;0.727;-397.837
1/1/2016;4:00:07;26.622;81.408;1015.26;1.182.071;0.609;-397.736
1/1/2016;4:01:06;26.61;81.408;1015.26;856.105;1.094;-397.727
1/1/2016;4:02:06;26.628;81.662;1015.24;560.694;0.336;-397.731
1/1/2016;4:03:06;26.657;81.507;1015.24;572.043;0.305;-397.804
1/1/2016;4:04:06;26.657;81.425;1015.24;698.384;1.023;-397.768
1/1/2016;4:05:07;26.646;81.607;1015.24;555.87;0.977;-397.864
1/1/2016;4:06:06;26.655;81.688;1015.24;607.549;0.328;-397.833
1/1/2016;4:07:06;26.681;81.638;1015.24;601.427;0.164;-397.833
1/1/2016;4:08:06;26.695;81.255;1015.24;486.856;1.211;-397.828
1/1/2016;4:09:06;26.701;81.042;1015.24;449.904;0.625;-397.877
1/1/2016;4:10:07;26.711;80.836;1015.24;444.329;0.586;-398.011
1/1/2016;4:11:06;26.703;80.572;1015.24;476.953;0.781;-397.965
1/1/2016;4:12:06;26.697;80.535;1015.24;407.824;0.68;-39.792
1/1/2016;4:13:06;26.709;80.512;1015.24;394.536;1.141;-397.863
1/1/2016;4:14:06;26.707;80.304;1015.24;419.809;1.445;-398.012
1/1/2016;4:15:07;26.69;80.387;1015.24;454.546;1.023;-397.976
1/1/2016;4:16:06;26.702;80.425;1015.24;466.748;1.305;-397.974
1/1/2016;4:17:06;26.697;80.283;1015.24;495.181;1.664;-398.041
1/1/2016;4:18:06;26.686;80.249;1015.24;490.473;1.422;-397.984
1/1/2016;4:19:07;26.655;80.407;1015.24;523.874;0.359;-397.909
1/1/2016;4:20:07;26.653;80.496;1015.24;501.465;0.648;-397.912
1/1/2016;4:21:06;26.657;80.552;1015.24;488.273;0.875;-397.924
1/1/2016;4:22:06;26.655;80.492;1015.24;506.083;1.273;-39.802
1/1/2016;4:23:06;26.635;80.514;1015.24;510.5;0.891;-397.946
1/1/2016;4:24:06;26.612;80.609;1015.24;523.008;0.641;-397.981
1/1/2016;4:25:07;26.596;80.707;1015.24;525.737;1.25;-397.897
1/1/2016;4:26:07;26.595;80.712;1015.24;546.175;0.836;-397.976
1/1/2016;4:27:07;26.577;80.666;1015.24;494.745;1.812;-397.958
1/1/2016;4:28:07;26.542;80.784;1015.24;521.825;1.562;-398.037
1/1/2016;4:29:07;26.507;81.114;1015.24;460.802;1.164;-398.072
1/1/2016;4:30:07;26.493;81.106;1015.24;458.543;0.453;-397.984
1/1/2016;4:31:06;26.49;81.235;1015.24;527.727;0.609;-398.097
1/1/2016;4:32:06;26.484;81.337;1015.24;712.123;0.672;-398.081
1/1/2016;4:33:06;26.469;81.342;1015.24;496.672;1.055;-398.082
1/1/2016;4:34:07;26.472;81.355;1015.24;587.795;0.281;-398.142
1/1/2016;4:35:07;26.488;81.277;1015.22;654.298;1.117;-398.104
1/1/2016;4:36:07;26.504;81.183;1015.22;1.013.487;1.242;-398.144
1/1/2016;4:37:07;26.5;81.203;1015.22;1.079.756;0.383;-398.112
1/1/2016;4:38:07;26.493;81.142;1015.22;1.062.524;0.844;-398.141
1/1/2016;4:39:07;26.487;81.136;1015.22;775.839;0.461;-398.098
1/1/2016;4:40:07;26.496;81.184;1015.22;1.199.167;0.383;-398.119
1/1/2016;4:41:07;26.512;81.071;1015.22;1.078.084;1.039;-398.095
1/1/2016;4:42:07;26.499;80.995;1015.22;1.055.868;1.047;-398.135
1/1/2016;4:43:07;26.498;81.03;1015.22;1.066.344;0.352;-398.132
1/1/2016;4:44:07;26.498;81.149;1015.22;1.050.989;0.398;-39.807
1/1/2016;4:45:07;26.51;81.101;1015.22;580.681;0.336;-398.027
1/1/2016;4:46:07;26.537;80.942;1015.22;782.582;0.875;-398.076
1/1/2016;4:47:07;26.538;80.786;1015.22;1.062.669;0.508;-398.137
1/1/2016;4:48:07;26.541;80.769;1015.22;576.174;0.547;-398.107
1/1/2016;4:49:07;26.542;80.895;1015.22;1.101.273;0.188;-398.042
1/1/2016;4:50:07;26.551;80.945;1015.22;838.895;0.133;-39.813
1/1/2016;4:51:07;26.554;80.926;1015.22;805.305;0.336;-398.128
1/1/2016;4:52:07;26.543;80.753;1015.22;922.227;1.055;-398.186
1/1/2016;4:53:07;26.517;80.653;1015.22;1.097.279;1.312;-398.171
1/1/2016;4:54:07;26.465;80.783;1015.22;1.189.856;1.305;-39.82
1/1/2016;4:55:07;26.424;81.013;1015.22;1.202.307;1.609;-398.123
1/1/2016;4:56:07;26.403;81.165;1015.22;677.356;0.906;-398.243
1/1/2016;4:57:07;26.409;81.156;1015.20;650.595;1.844;-398.267
1/1/2016;4:58:07;26.438;81.299;1015.20;720.536;0.703;-398.147
1/1/2016;4:59:07;26.492;80.901;1015.20;561.415;1.031;-398.228
1/1/2016;5:00:07;26.526;80.71;1015.20;649.745;0.617;-398.312
1/1/2016;5:01:07;26.571;80.465;1015.20;625.268;1.094;-398.231
1/1/2016;5:02:07;26.575;80.266;1015.20;709.293;1.258;-39.827
1/1/2016;5:03:07;26.568;80.434;1015.20;880.956;1.203;-39.812
1/1/2016;5:04:07;26.557;80.269;1015.20;640.509;1.133;-398.149
1/1/2016;5:05:07;26.526;80.409;1015.20;444.695;1.234;-398.193
1/1/2016;5:06:07;26.505;80.562;1015.20;467.705;1.18;-398.168
1/1/2016;5:07:07;26.489;80.684;1015.20;550.158;0;-398.206
1/1/2016;5:08:07;26.513;80.956;1015.14;440.291;0.312;-398.154
1/1/2016;5:09:07;26.563;80.72;1015.14;462.634;0.383;-398.189
1/1/2016;5:10:07;26.583;80.45;1015.14;568.125;1.086;-398.225
1/1/2016;5:11:07;26.559;80.362;1015.14;743.615;1.391;-398.277
1/1/2016;5:12:07;26.508;80.575;1015.14;501.062;1.461;-398.227
1/1/2016;5:13:07;26.463;80.878;1015.14;504.496;0.914;-398.211
1/1/2016;5:14:07;26.435;80.915;1015.14;500.439;0.906;-398.352
1/1/2016;5:15:07;26.419;81.205;1015.14;514.5;0.367;-398.241
1/1/2016;5:16:07;26.416;81.289;1015.14;764.626;0.914;-398.359
1/1/2016;5:17:07;26.409;81.377;1015.14;1035.93;0.344;-398.379
1/1/2016;5:18:07;26.415;81.288;1015.14;1.189.024;0.32;-398.295
1/1/2016;5:19:07;26.417;81.353;1015.04;1.226.511;0.812;-398.376
1/1/2016;5:20:07;26.412;81.225;1015.04;1.192.492;0;-398.373
1/1/2016;5:21:07;26.407;81.375;1015.04;1.146.746;0.039;-398.273
1/1/2016;5:22:07;26.407;81.427;1015.04;784.452;1.125;-398.272
1/1/2016;5:23:07;26.411;81.426;1015.04;827.419;0.742;-398.315
1/1/2016;5:24:07;26.411;81.415;1015.04;501.836;0.07;-398.218
1/1/2016;5:25:07;26.406;81.554;1015.04;1192.16;0.148;-398.298
1/1/2016;5:26:07;26.415;81.534;1015.04;1.076.303;0.742;-398.245
1/1/2016;5:27:07;26.428;81.448;1015.04;390.491;0.75;-398.272
1/1/2016;5:28:07;26.438;81.412;1015.04;479.71;0.734;-398.289
1/1/2016;5:29:07;26.438;81.334;1015.04;1.146.338;0.289;-398.184
1/1/2016;5:30:07;26.451;81.409;1014.97;751.125;0.016;-398.229
1/1/2016;5:31:07;26.481;81.244;1014.97;994.571;0.719;-398.334
1/1/2016;5:32:07;26.487;81.068;1014.97;1.069.117;1.344;-398.335
1/1/2016;5:33:07;26.485;80.962;1014.97;1.088.815;0.703;-398.411
1/1/2016;5:34:07;26.489;81.002;1014.97;1.089.099;0.172;-398.376
1/1/2016;5:35:07;26.519;80.984;1014.97;1.101.208;0.016;-398.373
1/1/2016;5:36:07;26.548;80.762;1014.97;1.102.493;0.352;-398.346
1/1/2016;5:37:07;26.565;80.665;1014.97;1.092.945;0.422;-398.327
1/1/2016;5:38:07;26.566;80.573;1014.97;1.070.376;0.344;-398.375
1/1/2016;5:39:07;26.584;80.609;1014.97;1.048.682;0.016;-398.312
1/1/2016;5:40:07;26.61;80.54;1014.97;1.041.773;0.781;-398.463
1/1/2016;5:41:07;26.618;80.387;1014.97;1.037.517;0.711;-398.408
1/1/2016;5:42:07;26.622;80.454;1014.97;1.062.722;0.352;-398.362
1/1/2016;5:43:07;26.621;80.321;1014.97;1.077.843;1.164;-398.384
1/1/2016;5:44:07;26.595;80.299;1014.97;1.082.176;0.969;-398.398
1/1/2016;5:45:07;26.572;80.476;1014.97;1070.01;0.227;-398.353
1/1/2016;5:46:07;26.57;80.555;1014.97;1.090.528;0.305;-398.369
1/1/2016;5:47:07;26.574;80.58;1014.97;1.053.173;0.055;-398.426
1/1/2016;5:48:07;26.586;80.671;1014.97;1.108.258;0.852;-398.356
1/1/2016;5:49:07;26.564;80.718;1014.97;1.009.412;0.562;-398.355
1/1/2016;5:50:07;26.533;80.895;1014.97;1.062.773;1.164;-398.399
1/1/2016;5:51:07;26.513;81.045;1014.97;1159.31;0.57;-398.455
1/1/2016;5:52:07;26.5;81.041;1014.96;1.138.366;0.367;-398.399
1/1/2016;5:53:07;26.494;81.107;1014.96;565.815;0.156;-398.378
